,ID,Title,Description,Objectives,Solutions,Duration
1273,n.1528309568255,[5924 5901 3920 5109 3788 3790 2349],"[22802 22508 22915 15384 22414 15612  8947 19365 17522 22258   321  1154
 22409 11881 16065  9295   465  7562 11885  7416 17211 22018  6584  7690
  7706 14732  7935  8813 15220 12311  5326 15103  1188  4819 15469 15462
 18486  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 15419
 20896 15216  6938 18644  5928 19506 19509 17217 20892 19893 20998 21822
 17523  4162 18748  6464 20362 19981 15990  5029 15167  6931 21202 10006
 17431 21039 15854 19905 13497  4196 21000 12367]","[7563 6216 4076 7585 3621 7389 2245 5057 4450 2082  917 7565  918 4682
 6527 7564 7618 2232 4966 3781 7599 7600 4698 2135 1636 2437 4868 2982
 5265 1040 3359 6766 6521 6257 4880 7524 1947 2667 3664 2263 2929 6397
 1430 5237 4554 6319 5613 6310 1690 2560 1441 4534 2007 2640 2022 6804
 6515  615 1381 7520 1385  444  343 7410  197  800 7110  661 4744  471
 3349 7038]",,4 days (including lectures and hands-on lab exercises)
1274,n.1528309996156,[5947 5901 3920 4322 5109 2836 3790 5225],"[22604 22302 15384 22414 15612  6669 22258 22409  9328 16730  8981 12101
 17366 17211 16972 18611 11098 22999  7690 14732  7935  8813 15220 12311
  5326 15103  1188  4819 15469 15462 18486  4469 19726 19727 19580 11529
 19723  3464 20795  6470 11494 15419  6507 18644  5928 21439 22935  4439
 19509 19893 21822 11991 17523 18748  6464 20362 15990 15167  6931 21202
 10006 17431 21039 15854 13497  4196 21000 12367]","[ 337 4230 7553 3891 7329 7327  915  905 1990  886 4069 2528  664 3251
 3738 4990 7609  350 6234 3112 3477 7603  917 4682 7564 7618 4966 7593
 6072 7599 7600 1863 7468 4698 7552 7489 1724 5853 6650 2135 1636 2203
 3771 2982 4801 5389 2205 4609 3461 6540 3359 3460  724 1289 6766 6521
 5896 7524 2943 4328 3497 6868 1947 4546 5597 2929 5894 2452 7077 3474
 1546 7040 6397 1430 4554 3990  710 6319 5477 7430 3141 6310 1690 1441
 4534 1275 2007 2640 2022 7424 6515 3185 1544 7520 3707 7504  444  343
  775 2856 4776 7410  197  800 7714 7110 4744  471 3349 7038]",,4 days (including lectures and hands-on lab exercises)
1275,n.1528310350105,[5866 5901 3920 4013 5109 1260 3790],"[ 7391 22261 22298 15384 22414 15612 22258 22409 16065 11075  9328 22018
 16062  6244  7690 14732  7935  8813 15220 12311  5326 15103  1188  4819
 15469 15462 18486  4469 19726 19727 19580 11529 19723 13789  3464 20795
  6470 11494 15419 15216  9779 18644 11943  5928 21439 19509 14096 17523
 18748  6464 20362 15990  6931 10006 17431 21039 15854 13497 23075  4196
 21000 12367]","[ 503 5979 1864  341 1668  392 1755 7073 2521 5525  849 3290 4803 7777
 5551 4566 7327 7603 4966 7593 6072 7599 7600 7470 1863 6035 4698  809
 2135 6683 1636 5959 6348  433 4819 5966 3930 1552 7257 1344 3359 2781
 6766 7524 6868 3647 3664 2263 2929 6883 5894 2325 6397 1430 4018 1855
 4554 7039 3148 3897 6319 3615 7411 1690 1441 4534 2022 7018 2101 7424
 4021 7140 7520 3409  343  197  800 7110 7037 4744  471 3349  977 7038]",,3 days (including lectures and hands-on lab exercises)
1276,n.1528310769840,[5924 5901 3920 4013 5109 3788 3790],"[22802 22508 19348 15384 22414 15612 22258   321  1154 22409 16065 11075
  4376  9328  7562  7416 18662 22018 16062 22999  7690 14732  7935  8813
 15220 12311  5326 15103  1188  4819 15469 15462 18486  4469 19726 19727
 19580 11529 19723 13789  3464 20795  6470 11494 15419 23021 15216  9779
 18644 11943  5928 21439  4375 19509 14096 19893 17523 18748  6464 20362
 15990  6931 10006 17431 21039 13497 23075  4196 21000 12367]","[2520 5703  503 5979 1864  341 1668  392 1755 7073 5525  849 4803 7777
 5551 7327 7603 4682 7564 4966 7599 7600 6035 4698  809 2135 6683 1636
 5959 6348 4550 2982 4819 5966 3930 7257 1344 3359 2781 6766 1530 5896
 7524 3647 4959 3664 2263 2929 6883  845 2325 6397 1430 4018 1855 4554
 7039 3148 3897 6319 3615 7411 1690 1441 4534 2022 7018 2101 7424 4021
 7140 3409  343  197  800 7110 7037 4744  471 3349  977 7038]",,4 days (including lectures and hands-on lab exercises)
1277,n.1528371711897,[1697 5060 3824 1687 1732 3920 3790 1162 4450 5225],"[ 7391 22261 15612  7390 20351 22409 11881 15219 20482  7728  7562 11885
 18662  6244 16773 15220 18352 20886  5928 13137 19509 19893 19908 23038
 19771 21202 10006 21039  4196 21000 12367]",[],['n.1528308529987'],
1278,n.1527765071879,[1534 1544 4439 5109 2527 2274],"[ 6969  6494 15229 15419 12248 17373 20298 11943 19509 10240  3924  6995
 10006 15854  4196  4524 21000]",[],"['n.1528269530643', 'n.1529568114605', 'n.1529568542876', 'n.1529568869369']",
1279,n.1528269530643,[1534 1544 4439 2881 5109 2527 2274],"[16677 14711 12205 21943 10843 15575  5913  6969 20108  3730  4366 19269
  8230 10230 10815 19583  6752 21940 16354 12246 17335  7735 18649  6810
  5745  3608  7950  8895 12292  6494  9203  7562  4877 19917  4312 17215
 23698  6798 17127  8868 18907 18660  8902  7181  9993 16270 14348  4150
 21936 22007 15229 15419 16602 12248 17373 16958 20298  3668 11943 20872
  4439  4943 19506 17399 21011 21010 19509 10240 10802  7042 17448  3924
  7687  7737  6995 21822 14103  4162  5029 23038 16118  5480  6931 11918
 21202 10006 15854 19905 13497  4196  4524 21000]",[],,7h 23min
1280,n.1528375001726,[5973 5060 3824 1732 3920 3790 1162 4450 5225],"[19264 22802 22508 15612  8947 19365 17522  8945 20351 22409 11881 16065
 19265  7562 11885 22018 15169 15220 18352 20896 15216  5928 19506 19509
 22903 17217 20892 19893 21822 19908  4162  5029 23038 13490 21202 10006
 21039 19905  4196 21000 12367]",[],['n.1528309568255'],
1281,n.1528378828917,[3823 3920 4322 5259 5109 2836 3790 1162 5897],"[22604 22298 15612 20351 22409  3711 13812 21047 20007 12101 17370 16972
 16773 18609 15220 18352  5928 21439 13137 19509 19893 23038 19771 10006
 21039 15854  4196 21828 21000 12367]",[],['n.1528309996156'],
1282,n.1528379474747,[3822 1697 5060 1687 1732 3920 2120 3790 1162 5225],"[ 7391 22261 15612  7390 20351 22409 16065 16058 12106  7728  7562  9337
 22018  6244 22999 15220 18352 22007 15216  5928 16965 13137 19509 19893
 19908 13552 23038 10006 21039  4196 12367]",[],"['n.1528308529987', 'n.1528309996156', 'n.1528310350105']",
1283,n.1528379673842,[3825 5903 3920 3790 1162],"[ 5335  7391 22604 22508 15612 19365 20351  3833 12065 12292 11885  6561
 22018  8868  6244 16059  4462 11882 19518 15220 18352 19727  4069 20896
 20886 17411  5928 16965 13137  4868 17217 14191  3718 19908 15990  5029
 23038 19771 11918 21202 10006 21039 15854  4196 21000 12367]",[],"['n.1528308529987', 'n.1528309568255', 'n.1528309996156', 'n.1528310350105', 'n.1528310769840', 'n.1528380091346', 'n.1528380743466', 'n.1528381867399']",
1284,n.1528379879336,[3822 5973 5060 1732 3920 2120 3790 1162 5225],"[22802 22508 19348 15612 20351 22409 16065 16058  4376 12106  7728  7562
  9337 18662 22018 22999 15220 18352 23021 15216  5928 16965  4375 13137
 19509 19893 19908 13552 23038 10006 21039  4196 12367]",[],"['n.1528309568255', 'n.1528309996156', 'n.1528310769840']",
1285,n.1528380091346,[3920 4007 2849 3790],"[12076 17012 22604 15384 22414 15612 22258 12143   321  1154 20351 16052
  6662 16065 22301 19283  9360  9295 11075 15219 13341 12100  3809 13811
 21016 17215 18662 19528 16972 16059  7690 14732  7935  7656  8813 15220
 12311 20478  5326 21076 15103  1188  4819 15469 15462 18486  4469 19726
 19727 19580 11529 19723  3464 20795  6470 11494 15419  6507 15216  7661
  4368 18644  4095 11943  5928 21439 19509 20892 21026 17523 22405  4162
 18748  6464 20362 15990 22975 23038  6931 12396 13490 11918 21202 10006
 17431 21039 15854 13497  4196  4524 21000 12367]","[7601 3716 6626 6307 4207 4809 2572 1553 7614  410 2827 6499 5238 4020
 3744  560 5243 5215 6076 2250 2010 5120 4810 6530 4329 5217 5214 4292
 2488 5264 6784 3629 3168 3215 4577  571  849 3477 7603 3493 6072 7600
 1253 7557 4698  502 5959 1161 5935 2982 7733 1552 4807 3743 2233 1124
 3874 6766 1727  568 2173 7416 1843 6257 6984 7395 3497 2666 2667 2671
 4072  711 3095 1723  845 6397 1430 4018 4554 3072  836 4017 7039 4876
 6037 3615 6065 6310 1690 1441 4534 1275 2640 5195 2022 7424 2063 6515
 2099 1610  667 6832 7520  838  444  778  343 3276  197  800 7714 7110
 4744  471 3342 3225 3349  977 7038]",,4 days (including lectures and hands-on lab exercises)
1286,n.1528380743466,[5650 5924 5901 3920  519 5109 3788 3790],"[22508 22915 15384 22414 15612  8947 19365 17522 22258 22409  3833 16065
  9295 15219  7562 11885  7416 17211 22018  9675 22999  7690  9347  7706
 14732  7935  8813 15220 12311  5326 20334  1188  4819 15469 15462 18486
  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 15419 20896
 15216 18644  5928 19506 19509 17217 20892 19893 21822 17523 18748  6464
 20362 15990  5029 15167  6931 21202 10006 17431 21039 19905 13497  4196
 21000 12367]","[7523 3476 3296  194 7303  907 4924  849 3891 7327 3621 4682 6072 2203
 5545 4868 2982 4819  543  737 6766 5597 2929 6397 1430 3989 6319 6065
 1690 1515 4534 2640 2022  520  535 2101 7424  615 7520  838  444  343
 1007 4776 7410  197  800 7110 4744  471 3225 7038]",,4 days (including lectures and hands-on lab exercises)
1287,n.1528381867399,[5650 5866 5901 3920  519 5109 1260 3790],"[22261 15384 22414 15612  7390 19365 22258   321  1154 22409  3833  9295
 15219 17414  7562 11885 17211 22018  6244  9675 22999  7690  9347  7706
 14732  7935  8813 15220 12311  5326 15103  1188  4819 15469 15462 18486
  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 15419 20896
 15216 18644  5928 19509  4868 17217 20892 19893 21822 19908 17523 18748
  6464 20362 15990  5029 15167  6931 21202 10006 17431 21039 13497  4196
 21000 12367]","[7197 2825 3049  847 2665 7391 7594 7328 5003 6062 4873 5277 2679 7157
  907  849 5551 3891 2245 5242 7470 1863  333 2875 1382 3149 2203 5545
 4868 2982 5730 6282 6766 3573 6257 2671  727 1014 6397 1430 5245 4554
 3990 3072 4419 7411 6310 1690 1515 2022 5625  535 2101 5702 7520  343
 1007 2856 4776 7410 3335  197  800 7714 7110 4744  471 3225 3349  977
 7038  593]",,4 days
1288,n.1528384162301,[3995 4456 3788 4018 1162],"[15998  7689 22060 15253 16850 14917 20558 12132 11881 18532  9255 22917
  7604 10236  3774 13518 13341 22421 11999 13781 17414 14099 12204 16084
 17561   453 17519 16103 21381  7690 14062 14092  7706 20271  7181  8813
  5931 15220  8810 12021 14204 12311  6198 21339  5326 20334 15469 15462
 18486  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 16266
 15419  3647 16012 20421 15216 18644  4640 15168  5928  4439 19506  4375
  3610 19509  4868  7687  6933 10165 20355  6074 22405 15990 19771 16118
 13702  6931 11918 21202 10006 17431 19443 13497 23075  4196  4524 21000
 12367]",[],"['n.1528384389503', 'n.1528384528531', 'n.1528384578222', 'n.1583935918152']",
1289,n.1528384389503,[2120 1760 3788 4018 3833 1162],"[16094 18633 22881  7728  9337 17211 17561   453 15220 15419 13137  4868
 17217  7687 13552  5029 19771 21202  4196]",[],"['n.1528384674035', 'n.1528385011191']",
1290,n.1528384528531,[2120 5109 3788 4018 3833 1162],"[ 7839  6666  7650 20895 16084 14092 18609 15419 15216 19509  4868 17217
 15990  5029 19771 13490 21202  4196 21000]",[],"['n.1528386279157', 'n.1528386532805', 'n.1528391406055', 'n.1528391944918', 'n.1528392295614']",
1291,n.1528384578222,[ 659 3788 4018 3833 1162],"[21437  8556  6561 17211 16084 17561   453  8868 14092 18609 19518 15220
 15419 13137  4868 14191  7687 15990 19771 21202 13480 15854  4196 21000]",[],"['n.1528384674035', 'n.1528385011191', 'n.1528385438757', 'n.1528385846713']",
1292,n.1528384674035,[1760 3788 3964 4018 3833 2349],"[18632  7694 15998 14319  7692  9020 20353 12244 16562 14213  9781 19685
  9295 13341 17335  8725 14866 11999 10238  4875 14395 16084   453 21329
  5744 18611 17505  6664 22999 16773  7690 21234  7000  8902  7181 14732
  7935  8813 15220 12311  5326 15469 15462 18486  4469 19726 19727 19580
 11529 19723  3464 20795  6470 11494 22007 11942 15419 15216  4173 18644
 11943  5928 16965  4375 19509 17217  7687  8901 15990  5029 15167 22985
  6931 13490 11918 21202 10006 17431 21039 15854 13497  4196 21000 12367]","[4955 4909 5543 1574 4116 1429 5904 6091 2785 5903  345 1983 2130 5337
 5899 2476 2478 5458 2475 7635 3064 4540 6192   17   20 5890 4118 2035
 3443 4556 4548 1909 2033 4535 4543 4559  435 7235  439 4555 7649 7650
 6218 7157 3781 6072 5902 2323 6878 5530 3184 6388 4484 2047 5545 4856
 2114  433 5825  634 2531 1674 3395 3284 3561 6422 5289 4544 7294 4953
 5876 6766 7464 5021 1564 7422 7300 5896 3442  880 4267 2671 2263 6834
 5894 7297  845 6397 1430 4932  964 4554 1808 2693 6319 5297 3615 7411
 1690 1515 2737 5541 1441 4534 2640 7194 5444 1852 6032 2030 6804 3996
  615 1385 3707  778  343 1007 3276 2856 7410  197  800 7110 7037 4744
  471 3225 3631 3349  977 7038]",,4 days (including lectures and hands-on lab exercises)
1293,n.1528385011191,[ 519 1760 3788 4018 3833],"[14869 18441  4151 21251 15998  4366  8866  9020 19464 10507 20810 13342
 20561 20353  4369 20379 10668  3833  6662 16562 14213  3774  9295 13341
 19265  6568  8725 11893 10394 13383 14328 16084   453 20597 21329  5744
 18611  6664  9675  7690 21234 18609  8902 14732  7935  8813  6941 15220
 12311  5326  1188  4819 15469 15462 18486  4469 19726 19727 19580 11529
 19723  3464 20795  6470 11494 11942 15419 15216  4173  6939 18644 11943
  5928 16965 13137 19509 21249 11940  7687  8901  4162 18748  6464 20362
 15990 13552 23038 19771 22985  6931 21202 10006 17431 21039 15854 13497
 23075  4196  4524 21000 12367]","[5911 3417 2720 1173 3318 2054 2131 6016 2841 2823 1100 5907  835 3021
 4538 4940 4427 2182 7634 2327 3541 1174 1028 6389 4560 2356 5674 5791
 5913 6069 3948 4223 5615 4081 4922 5690 4619 6410 7636  412 1175 1333
 3093 5358 4553 5906  437 3768 1574 5903 5337 5899 2475 3064 6192   17
   20  435 7649 7157 4177 2323 7489 6876 7236 5530 3562 6809 4484 6808
 5097  764 4856 2773 4701 1523  433 2386 1548  467  712 2531 2580 4609
 3284 7231 5289 3892 3359 4310 6359 2541 6766 3880 7160 1530 5021 3087
 3784 2034 6579 5896 3442 4267 2961 3647 6834 4068 6883  328 5152 5894
 4462  845 2325 6397 1430 4932 4638 1808 4876  253 4493 4172 6319 7411
 7675 1690 4939 5541 1441 4534  564 2022 5625 1852 2030 3308 2530 4021
 6832 3018 1385 3707  444 7673  343 4383 3276 2856 4776  197  800 7110
 7037 4744  471 3631 3349 7038]",,5 days (including lectures and hands-on lab exercises)
1294,n.1528385438757,[3800  519 6044 3788 4018 3833 3323],"[ 4056 15843  5742  6831  9896  6743 15998 16321 13288 13284 14466  8624
  9395 15581 15253  4845 19464 20351  4369 15413 14806 16959 10668 22881
 14560  3833  6662 16562 10236 19283  3774  9295 11075 17314 13341  3914
 17290 10394 14068 14099 17211  8617 16084 16062 17561   453 16254 21381
 16333 16972  6664 16773  7690 14092  7000  9979  8937 17376 21360  8813
 12311  5326 15469 15462 18486  4469 19726 19727 19580 11529 21243  3464
 20795  6470 11494 22007 15419 20421 15216 18644  4640 11943  5928 21439
 23078  4439 19506  4375 19509  4868 21249 11940 14096 11457 17523 15990
 13552 23038 19771  6931 13490 21202 10006 17431 21039 15854 13497 23075
  4196  4524 21000 12367]",[],,5 days (including lectures and hands-on lab exercises)
1295,n.1528385846713,[5712 1785 4018 3833  606],"[21380 18558 18694 19663 15998 18639 21437  4036  9395 21375  9020  9615
 20351  6486 15413  3711 18581  9295 11075  6643 13341 17290 13661 17366
 17211 22018 17170 16084  1555   395 17561   453 12192  9919 21234  8937
 18609 14732  7935  8813 12311  5326 21076  1188  4819 15469 15462 18486
  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 11942 15419
  7386 15216  9614 20610  4173 18644  5928 21439  7892 16965 13137  7168
 19509 22903 21249 11940  8901 17523 18748  6464 20362 15990 19771  6931
 21202 10006 17431 21039 15854 13497 23075  4196 21000]","[7280 7198 2376 5069 3649 2754 1669 4919 6827  995 1816  859 1815 5672
 4284 7342 7633 2091  878 7773 7189 2015 4611  416 2699  297  298 4203
 7260 6360 2717 3641 3954 1256 5224 2597 1260 1500 6191 1522 4608 1399
 1375 4616 3958 6569 1531  438 2213 2492  436 2310 3426  440 2128 7347
 4610 3411 1173 7634 5674 6410 1175 2475  435  439 5979 7662 3273 4154
 6364 2048  856  846 5930 5935 7745 4797 4612 6561 4856 2773 1523  268
 3926 5265 1517 4609 1497 7175 7257 2497 5578   46 7294 3359 6359 5876
 2830 6766 7464 3942 2051 3540 2034 5470 2651  258 7507 3647 7677 5232
 4314 4068 2195 4369 2729 4462 7077 7297  845 2874 6397 1430  434 4876
 7291 7715 5297 3849 6310 1690 1515  381 5061 1852 5821 4021 4620 1381
 6440 6832 5103 3707 3409  444 1547  343 3330 3276 2856 4776  197  800
 7714 7110 4744  471 3225 3349 7038  593]",,4 days (including lectures and hands-on lab exercises)
1296,n.1528386279157,[3789 4018 3833 2349],"[18478 20559  9587 14867 22834 18668 15998 12233 15415 15253  8020 21375
  9020 21012  1169 16850 20558 15413 22881 16562 10236 12245 19685  9295
 15219 13341 20615  4962 21768 17335  8727 14058  5745  4875 20195 17215
 14099  7416 17211 22018 19528 20895 16084  6584  9590  5447  9038  1555
 17561   453 21381 17505 22999 16773  7690 10231 14092 21234  9345  6619
  8902 21066 21020 14732  7935  8813 12311  5326 21076 15103  1188  4819
 15469 15462 18486  4469 19726 19727 19580 11529 19723 23077  3464 20795
  6470 11494 22007 15419 15216 20610  6939  6818 18644 11943  5928  3775
 16965 19506  4375 13137 19509  4868 17217 18489 14096  7687  8901 21026
 11457  4162 18748  6464 20362 15990 23038 15167 22985  6931 12396 13490
 21202 10006 17431 21039 15854 13497 23075  4196 21000 12367]","[ 968 6850 5963 4429 2994 5965 4193 2477 5380  954 2481 1182 4562 5522
 7198 7189 1375 1173 3021 7634 6410 2475 7649 7157 3751 1253 7662 7489
 1724 4589 4612 5545 4856 2407 1545 4222 6005  582 4609 6863 1497 6422
 5578   46  724 6766 5102 3942 5021 7300 6432 2034 3416  880 1473 6868
 3848 3664 2647 1477 4369 2931 4462 7077 1240 2325 6397 1430  964 4876
 3897 3887 5393 5297 6310 1690 2737  381 5541 3317 1441 4534 2640 2022
 2030 3996 7424 3004 5103 5741  444  343 3276 2856  197  800 7110 7037
 4744  471 3349  977 7038]",,4 days (including lectures and hands-on lab exercises)
1297,n.1528386532805,[3800 6044 3788 4018 3833 3323],"[ 6628 14867 22834 15998 15581 15253  8020 12244 22881 16562 10236 12028
  3914 12246 17335 14058 20045 20805 14396  4875 14099 22018 16084  6584
 16062 17561   453 21381 16333 16972  9675 22999 16773  7690  7000  9979
  9343  8902 17376 14732  7935 12421  7656  8813 15220 12311  5326 15103
  1188  4819 15469 15462 18486  4469 19726 19727 19580 11529 19723  3464
 20795  6470 11494 15419 20421  3902 17529 15216  4368 20610 18644 10505
  5928 22935 16965  4439  4375 19509  4868 17217 18489 14096  4162 18748
  6464 20362 15990  5029 15167  6931 12396 13490 21202 10006 17431 21039
 15854 13497 23075 14105  4196 21000 12367]","[2161 7654 5456  351 3422 6190 2321 6173 3421 7390 3742 3740 4516 7143
 4617 1457 4738 6867 6824 5224 1375 7649 6072 6364 4484 4589 4856  467
 4222 6171 3359 6766 7516 5540  378 1723 2325 6397 1430 4018 4554 6319
 1690  622 5183 5541 4534  520 2101 3996 7424 5103  778  343 2856  197
  800 7714 7110  471 3349 7038]",,5 days (including lectures and hands-on lab exercises)
1298,n.1528391406055,[1482 2489 4018 3790 3833],"[18668 15998  8898 15253 10507 13342 20561 20353 12244 14853 16959 10668
 16562 10236 12245  9295 13341 17335 14866 16730  9586 14099 22018 16084
 18943 10670 17508 21381  5744  9675 22999 16773  7690 14092 11882 18609
  8902 14732  7935  8813 15220 12311  5326  1188  4819 15469 15462 18486
  4469 19726 19727 19580 11529 19723  3464 20795  6470 11494 11942 15419
 17529 15216  4368  6818 18644  5928 16965  4375 13137 19509  4868 17217
 18489 21013 18748  6464 20362 15990  5682  5029 19771 15167 22985  6931
 12396 13490 11918 21202 10006 17431 21039 13497 23075  4196 21000 12367]","[4162 2362 3785 7095 5323 1357 7146 6500 3023 2401 3914 6083 6949 3022
 4558 4226 3967 5548 3740 6867 6850 5963 1399 3021 4924 5551 3781 6072
 3751  333 5792 5406 3741 4589 4426 5324  570 4161 4826 3359 4202  246
 6766 3784 6432 3316 3129 1473  815 3664 1194 4003 4418  328  845 6397
 1430 7737 5393 1690 5183 1635 2737 5541 5061 2640 2101 6804 3996 7424
 2950 4620 2099  615 3707 3409  343  197  800 7714 7110  661 4744  471
 3349 7038]",,4 days (including lectures and hands-on lab exercises)
